movieId,label
1748,rewatchable
1748,seen at the cinema
1748,amnesia
1748,claustrophobic
1748,kiefer sutherland
1748,dvdvideo
1748,somber
1748,my dvds
1748,proyas
1748,scope
1748,nocturnal
1748,cinematographer:dariusz wolski
1748,noirish
1749,less than 300 ratings
1752,morgan freeman
1753,comedy
1753,drugs
1753,nudity (topless)
1753,marijuana
1753,stoner comedy
1754,owned
1754,religion
1754,unreliable narrators
1755,owned
1755,con artists
1757,assassination
1757,great soundtrack
1757,hit men
1757,product placement
1757,assassin
1757,love
1757,stylized
1757,motorcycle
1757,pigs
1757,urbane
1757,assassins
1757,favorites
1757,urban
1757,eerie
1757,smoking
1757,fatherson relationship
1757,debt collection
1757,masturbation
1757,subway
1757,ice cream
1757,mute
1757,nocturnal
1757,moody
1757,elegiac
1757,video camera
1757,bar
1757,jukebox
1760,true story
1760,embarassed to watch
1760,awful awards
1760,no rec
1760,awesinine
1760,golden raspberry (worst actress)
1762,on disc
1765,less than 300 ratings
1767,jude law
1767,want to own
1769,guns
1769,directorial debut
1770,nudity (topless)
1770,jazz
1770,based on a book
1770,dvdr
1770,dvdram
1772,sequel
1772,owned
1772,seen more than once
1772,sequels
1772,john landis
1772,friday night movie
1772,likeilike top pick
1773,boxing
1777,funny
1777,drew barrymore
1777,seen more than once
1777,chick flick
1777,cant remember
1777,1980s
1777,adam sandler
1777,want
1777,buscemi
1779,on disc
1779,scifi
1779,samuel l jackson
1779,terrible
1779,adaptation
1779,based on a book
1779,didnt see
1779,not seen
1779,underrated
1779,submarine
1779,mind
1779,underwater
1779,futuristmoviescom
1779,torent
1779,based on book
1779,michael crichton
1779,decent
1779,crichton
1783,boring
1784,funny
1784,comedy
1784,oscar (best actress)
1784,oscar (best actor)
1784,classic
1784,psychology
1784,seen more than once
1784,jack nicholson
1784,helen hunt
1784,relationships
1784,oscar winner
1784,seen at the cinema
1784,watchagain
1784,need to buy
1784,neurosis
1784,to see
1784,ratedpg13
1784,obsessive compulsive disorder
1784,gay friend
1784,greg kinnear
1784,james l brooks
1784,nicholson
1785,crime
1785,christopher walken
1785,na
1785,cinematographer:bojan bazelli
1785,abel ferrara
1789,movie to see
1791,gene hackman
1792,seen at the cinema
1797,in netflix queue
1797,seen more than once
1797,mountain climbing
1797,mountains
1799,mafia
1799,black comedy
1799,christopher walken
1799,te kijken
1801,boring
1801,adventure
1801,seen more than once
1801,remake
1801,paris
1801,france
1801,leonardo dicaprio
1801,john malkovich
1801,jeremy irons
1801,gabriel byrne
1801,gerard depardieu
1801,swashbuckler
1801,monarchy
1801,versailles
1801,mask
1804,understated
1804,nostalgic
1804,sentimental
1804,earnest
1804,trains
1805,nudity (topless)
1805,lesbian
1805,drama
1805,pulp
1805,get
1805,seen at the cinema
1805,to see
1806,animals die :(
1807,less than 300 ratings
1809,police
1809,painter
1809,guilt
1809,drama
1809,violent
1809,bloody
1809,japan
1809,family
1809,visual
1809,terminal illness
1809,yakuza
1809,takeshi kitano
1809,cancer
1809,bank robbery
1809,snow
1809,art
1809,money
1809,bittersweet
1809,art house
1809,blood gore
1809,wheelchair
1809,loneliness
1809,library vhs
1809,excop
1809,disability
1809,hospital
1809,flowers
1809,husbandwife relationship
1809,breakups and divorces
1809,deceased family member
1809,doctors and patients
1809,on the road
1810,politics
1810,new york city
1810,based on a book
1810,atmospheric
1810,scandal
1810,media
1810,1990s
1810,politicians
1810,propaganda
1810,new orleans
1810,oscar nominee: adapted screenplay
1810,extramarital affairs
1810,scope
1810,hairdresser
1810,disillusionment
1810,oscar nominee: supporting actress
1810,seen 2008
1810,r:strong language
1810,coproduction
1812,m night shyamalan
1815,less than 300 ratings
1816,cant remember
1816,group sex
1819,robyn hitchcock
1821,gay
1821,bibliothek
1821,jennifer aniston
1822,dennis hopper
1822,john ashton
1827,dvd
1827,politics
1827,social commentary
1827,propaganda
1829,hong kong
1831,space
1831,william hurt
1831,gary oldman
1831,futuristmoviescom
1831,heather graham
1831,tv remake
1832,russell crowe
1833,autism
1833,bruce willis
1833,dont remember
1833,seen 2008
1833,golden raspberry (worst actor)
1834,twist ending
1834,netflix
1834,library vhs
1834,con men
1834,trust no one
1835,nicholas cage
1835,nicolas cage
1835,bibliothek
1835,the original is better
1835,seen at the cinema
1835,mawkish
1836,1970s
1837,jack lemmon
1837,walter matthau
1839,vin diesel
1840,nudity (topless)
1840,sports
1840,want to see again
1840,family
1840,basketball
1840,hw drama
1840,tumeys dvds
1841,nudity (full frontal)
1841,robert altman
1844,nudity (topless)
1844,tumeys dvds
1844,seen
1845,noir
1845,los angeles
1845,underrated
1845,own
1845,portland
1845,eccentricity
1845,offbeat comedy
1845,blackmail
1846,tumeys dvds
1853,golden raspberry (worst picture)
1855,stereotypes
1855,anthropology
1856,drugs
1856,conspiracy
1856,heroin
1856,punk rock
1856,musicians
1858,jackie chan
1859,understated
1859,criterion
1859,meditative
1859,golden palm
1859,enigmatic
1859,lyrical
1859,haunted by the past
1859,deliberate
1859,austere
1859,obsessive quests
1860,fantastic foreign films
1862,nudity (rear)
1862,nudity (full frontal)
1865,jazz
1865,concert
1865,musicians
1866,action
1866,offbeat comedy
1873,bibliothek
1873,adapted from:book
1873,uma thurman
1873,library vhs
1874,true love
1875,quirky
1875,understated
1875,workplace
1875,angry
1875,deliberate
1875,biting
1876,space
1876,scifi
1876,bibliothek
1876,seen more than once
1876,disaster
1876,science
1876,morgan freeman
1876,robert duvall
1876,futuristmoviescom
1876,foqam
1876,apocalypse
1876,catastrophe
1876,seen
1876,astronomy
1876,saab
1876,world end
1879,gay
1879,suicide
1879,toronto film festival winner
1881,cartoon
1881,cant remember
1881,ihq
1882,70mm
1882,monster
1882,jean reno
1882,matthew broderick
1883,funny
1883,drama
1883,politics
1883,crap
1883,good romantic comedies
1883,ennio morricone
1883,cant remember
1883,atmospheric
1883,left wing
1883,don cheadle
1883,bullshit
1884,comedy
1884,johnny depp
1884,drugs
1884,biopic
1884,terry gilliam
1884,satirical
1884,dvd
1884,based on a book
1884,disturbing
1884,adapted from:book
1884,gilliam
1884,hunter s thompson
1884,journalism
1884,psychedelic
1884,movie to see
1884,benicio del toro
1884,feelgood
1884,own
1884,irreverent
1884,bats
1884,vegas
1884,cynical
1884,hallucinatory
1884,seen at the cinema
1884,literary adaptation
1884,ohsoso
1884,frantic
1884,nightmare vacations
1884,gonzo
1884,cons and scams
1884,biting
1884,biographical view
1884,freedom from society
1884,my movies
1884,nothing goes right
1885,svens to see list
1887,history
1888,cant remember
1888,sandra bullock
1888,blindfold
1888,harry connick jr
1889,police
1889,nudity (topless)
1889,school
1889,murder
1889,disturbing
1889,bleak
1889,criterion
1889,erlends dvds
1889,conscience
1889,remade
1889,cynical
1889,police investigation
1889,writers life
1889,books
1889,moral ambiguity
1889,grim
1889,moody
1889,wintry
1891,flashbacks
1892,suspenseful
1892,based on a play
1892,bad remake
1893,in netflix queue
1894,boring
1894,adventure
1894,crap
1894,chick flick
1894,harrison ford
1894,mediocre
1895,party
1895,seth green
1895,taped
1897,lesbian
1899,artistic
1900,in netflix queue
1900,race
1900,iran
1900,brother sister relationship
1900,tehran
1901,gay
1901,politics
1901,homophobia
1902,bibliothek
1904,quirky
1904,understated
1904,stylized
1904,bittersweet
1904,earnest
1904,deadpan
1904,writers life
1904,unlikely friendships
1904,literate
1904,deliberate
1904,rise and fall stories
1904,eccentric families
1904,moody
1904,matteroffact
1907,disney animated feature
1907,ninja
1907,animation
1907,great soundtrack
1907,family
1907,musical
1907,70mm
1907,animated
1907,disney
1907,ok
1907,asian culture
1907,eddie murphy
1907,harvey fierstein
1907,pat morita
1907,chinese culture
1907,wholesome
1907,cartoons
1907,fun to watch
1907,nice movie
1907,no
1907,fabulous
1907,gender disguise
1907,heroine
1909,action
1909,aliens
1909,tv
1909,science fiction
1909,virus
1909,conspiracy
1909,movie to see
1909,xfiles
1909,seen at the cinema
1909,tv spinoff
1909,locusts
1909,gillian anderson
1911,dogs
1911,turd
1911,adapted from:book series
1912,heist
1912,bibliothek
1912,erlends dvds
1912,seen at the cinema
1912,oscar nominee: adapted screenplay
1912,tumeys dvds
1913,dreamlike
1913,understated
1913,criterion
1913,breathtaking
1913,eerie
1913,australia
1913,enigmatic
1913,literary adaptation
1913,ominous
1913,deliberate
1913,austere
1914,native americans
1914,directorial debut
1914,memorable
1916,quirky
1916,kidnapping
1916,erlends dvds
1916,directorial debut
1916,bowling
1916,christina ricci
1916,vincent gallo
1916,melancholy
1916,talky
1916,wry
1916,austere
1916,elegiac
1916,drab
1916,avantgarde romantic comedy
1917,archaeology
1917,space
1917,end of the world
1917,tense
1917,70mm
1917,liv tyler
1917,bruce willis
1917,disaster
1917,stylized
1917,unrealistic
1917,criterion
1917,turd
1917,afternoon section
1917,futuristmoviescom
1917,excellent soundscore
1917,ben affleck
1917,apocolypse
1917,apocalypse
1917,catastrophe
1917,oscar nominee
1917,divx1
1917,meteorite
1917,ominous
1917,space program
1917,michael bay
1917,rousing
1917,flashy
1917,big budget
1917,golden raspberry (worst actor)
1917,world end
1918,comedy
1918,action
1918,sequel
1918,mel gibson
1918,buddy
1918,want it
1918,subgenre:cop buddies
1918,big budget
1918,leslie neilsen
1919,school
1919,paris
1919,based on a book
1919,setting:paris
1919,boarding school
1919,adapted from:book series
1920,toys
1920,seen at the cinema
1921,maths
1921,god
1921,mental illness
1921,low budget
1921,great soundtrack
1921,mathematics
1921,dvd
1921,psychology
1921,darren aronofsky
1921,math
1921,seen more than once
1921,tense
1921,new york city
1921,religion
1921,black and white
1921,paranoid
1921,clearplay
1921,stylized
1921,cerebral
1921,board game
1921,wellmade
1921,own
1921,directorial debut
1921,gfei own it
1921,notable soundtrack
1921,without martha
1921,mnm
1921,need to own
1921,docudrama
1921,religious
1921,hallucinatory
1921,enigmatic
1921,go
1921,paranoia
1921,stock market
1921,divx1
1921,ominous
1921,fun with power tools
1921,aronofski
1921,pieni leffakauppa
1921,headache
1923,overrated
1923,fun
1923,easygoing
1923,boring
1923,vhs
1923,tv
1923,raunchy
1923,goofy
1923,ben stiller
1923,to watch soon
1923,cameron diaz
1923,jonathan richman
1923,afi 100 (laughs)
1923,sexual
1923,crude humor
1923,madcap
1923,seen at the cinema
1923,awful movie
1923,erics dvds
1923,avi
1923,hella cool
1924,humor
1924,ironic
1924,so bad its funny
1924,zombie
1924,cheesy
1924,tumeys dvds
1924,clv
1924,who cares dvds
1925,oscar (best picture)
1925,national film registry
1925,military recruits/training
1926,oscar (best picture)
1927,oscar (best directing)
1927,oscar (best picture)
1927,imdb top 250
1927,netflix instant
1927,based on a book
1927,erlends dvds
1927,afi 100
1927,world war i
1927,war movie
1927,literary adaptation
1927,national film registry
1927,best picture
1928,oscar (best picture)
1929,oscar (best picture)
1929,afi 100 (movie quotes)
1929,national film registry
1929,tumeys dvds
1930,oscar (best directing)
1930,oscar (best picture)
1930,based on a play
1930,noel coward
1931,oscar (best picture)
1931,afi 100
1931,clark gable
1931,charles laughton
1931,tumeys dvds
1931,best picture
1932,comedy
1932,biopic
1932,oscar (best actress)
1932,oscar (best picture)
1932,classic
1932,love
1932,musical
1932,circus
1932,broadway
1933,oscar (best picture)
1933,oscar (best supporting actor)
1933,national film registry
1934,oscar (best directing)
1934,oscar (best picture)
1934,corvallis library
1935,oscar (best directing)
1935,oscar (best picture)
1935,oscar (best cinematography)
1935,oscar (best supporting actor)
1935,national film registry
1936,oscar (best directing)
1936,england
1936,oscar (best actress)
1936,world war ii
1936,oscar (best supporting actress)
1936,oscar (best picture)
1936,oscar (best cinematography)
1936,teresa wright
1936,greer garson
1936,afi 100 (cheers)
1936,roses
1937,oscar (best directing)
1937,oscar (best actor)
1937,oscar (best picture)
1937,oscar (best supporting actor)
1937,bing crosby
1938,oscar (best directing)
1938,oscar (best actor)
1938,oscar (best picture)
1938,imdb top 250
1938,addiction
1938,bleak
1938,alcoholism
1938,golden palm
1938,forceful
1938,moving
1938,harsh
1938,cathartic
1938,grim
1938,downbeat
1938,matteroffact
1939,oscar (best directing)
1939,oscar (best actor)
1939,world war ii
1939,oscar (best picture)
1939,imdb top 250
1939,usa film registry
1939,oscar (best supporting actor)
1939,afi 100
1939,oppl
1939,almost favorite
1939,afi 100 (cheers)
1939,national film registry
1939,us history
1939,best picture
1939,veterans
1940,oscar (best directing)
1940,oscar (best supporting actress)
1940,oscar (best picture)
1940,gregory peck
1941,oscar (best actor)
1941,oscar (best picture)
1941,murder
1941,shakespeare
1941,criterion
1941,adultery
1941,based on a play
1941,tumeys dvds
1941,playwright:shakespeare
1941,adapted from:play
1941,stage
1942,oscar (best actor)
1942,oscar (best supporting actress)
1942,oscar (best picture)
1942,in netflix queue
1942,political
1942,book
1942,remade
1942,oppl
1942,national film registry
1942,tumeys dvds
1943,oscar (best picture)
1943,tumeys dvds
1944,oscar (best directing)
1944,world war ii
1944,oscar (best supporting actress)
1944,oscar (best picture)
1944,oscar (best cinematography)
1944,movie to see
1944,oscar (best supporting actor)
1944,frank sinatra
1944,afi 100
1944,national film registry
1944,best picture
1945,boxing
1945,oscar (best directing)
1945,oscar (best actor)
1945,oscar (best supporting actress)
1945,oscar (best picture)
1945,elia kazan
1945,marlon brando
1945,imdb top 250
1945,oscar (best cinematography)
1945,usa film registry
1945,afi 100
1945,need to own
1945,afi 100 (cheers)
1945,afi 100 (movie quotes)
1945,national film registry
1945,tumeys dvds
1945,best picture
1945,bfi classic
1945,afi100
1946,oscar (best directing)
1946,oscar (best actor)
1946,oscar (best picture)
1946,golden palm
1946,national film registry
1947,oscar (best directing)
1947,oscar (best supporting actress)
1947,oscar (best picture)
1947,racism
1947,classic
1947,new york city
1947,oscar (best cinematography)
1947,musical
1947,70mm
1947,love story
1947,gangs
1947,shakespeare
1947,new york
1947,oscar (best supporting actor)
1947,afi 100
1947,k movie
1947,updated classics
1947,library
1947,tragic drama
1947,national film registry
1947,tumeys dvds
1947,best picture
1947,shakespearean
1947,adapted from bway
1948,oscar (best directing)
1948,oscar (best picture)
1948,netwatch
1949,oscar (best directing)
1949,oscar (best actor)
1949,orson welles
1949,oscar (best picture)
1949,oscar (best cinematography)
1949,honor
1949,paul scofield
1949,great performances
1949,robert shaw
1949,wendy hiller
1949,stage
1950,available at cml
1950,oscar (best actor)
1950,oscar (best picture)
1950,racism
1950,imdb top 250
1950,movie to see
1950,oppl
1950,hulu
1950,rod steiger
1950,sidney poitier
1950,afi 100 (cheers)
1950,afi 100 (movie quotes)
1950,national film registry
1951,oscar (best directing)
1951,oscar (best picture)
1951,musical
1951,70mm
1951,adapted from:book
1951,great adaptations
1951,author:charles dickens
1951,adapted from bway
1952,oscar (best directing)
1952,oscar (best picture)
1952,gay
1952,nudity (rear)
1952,friendship
1952,new york city
1952,gay cowboy
1952,dustin hoffman
1952,party
1952,sexuality
1952,prostitution
1952,breakthroughs
1952,bittersweet
1952,flashbacks
1952,memorable characters
1952,jon voight
1952,afi 100
1952,childhood flashback
1952,wired 50 greatest soundtracks
1952,sexual
1952,smoking
1952,poignant
1952,radio
1952,compassionate
1952,wheelchair
1952,afi 100 (movie quotes)
1952,national film registry
1952,unlikely friendships
1952,best picture
1952,gritty
1952,prostitutes
1952,catchy score
1952,bus
1952,movie theatre
1952,downbeat
1952,bisexual
1952,elegiac
1952,male prostitute
1952,incestuous
1952,dream sequence
1952,grandmother
1952,texan
1952,down on their luck
1952,going straight
1953,police
1953,crime
1953,drugs
1953,action
1953,oscar (best directing)
1953,inaccurate
1953,oscar (best actor)
1953,oscar (best picture)
1953,british comedy
1953,car chase
1953,nudity (rear)
1953,erlends dvds
1953,cops
1953,atmospheric
1953,gene hackman
1953,afi 100
1953,cynical
1953,forceful
1953,angry
1953,mob
1953,harsh
1953,afi 100 (thrills)
1953,national film registry
1953,tumeys dvds
1953,to see
1953,ominous
1953,best picture
1953,gritty
1954,boxing
1954,oscar (best directing)
1954,sports
1954,oscar (best picture)
1954,romance
1954,sylvester stallone
1954,inspirational
1954,classic
1954,sport:boxing
1954,franchise
1954,stallone
1954,afi 100
1954,afi 100 (cheers)
1954,afi 100 (movie quotes)
1954,afi 100 (thrills)
1954,national film registry
1954,to see
1954,best picture
1954,competitive sport
1954,silvester stallone
1955,oscar (best directing)
1955,divorce
1955,oscar (best actor)
1955,oscar (best supporting actress)
1955,oscar (best picture)
1955,dustin hoffman
1955,spindle
1955,1970s
1955,dentist
1955,corvallis library
1955,moral ambiguity
1955,ethics
1956,oscar (best directing)
1956,oscar (best picture)
1956,want to see again
1956,family
1956,depression
1956,donald sutherland
1956,oscar (best supporting actor)
1956,ohsoso
1956,psychiatrist as protagonist
1956,subgenre:family dynamics
1957,sports
1957,oscar (best picture)
1957,70mm
1957,olympics
1957,1920s
1957,running
1957,afi 100 (cheers)
1957,tumeys dvds
1957,betamax
1958,oscar (best directing)
1958,oscar (best actress)
1958,oscar (best picture)
1958,owned
1958,tense
1958,terminal illness
1958,based on a book
1958,texas
1958,jack nicholson
1958,marriage
1958,oscar (best supporting actor)
1958,houston
1958,sentimental
1958,1970s
1958,1950s
1958,oscar nominee: lead actress
1958,oscar nominee: supporting actor
1958,oscar nominee: editing
1958,tear jerker
1958,extramarital affairs
1958,shirley maclaine
1958,1960s
1958,nebraska
1958,oscar nominee: art direction
1958,astronauts
1958,paramount
1958,dying young
1959,oscar (best directing)
1959,oscar (best picture)
1959,romance
1959,drama
1959,oscar (best cinematography)
1959,70mm
1959,erlends dvds
1959,oldschool
1959,meryl streep
1959,robert redford
1959,klaus maria brandauer
1959,adultery
1959,tumeys dvds
1959,veja
1960,biopic
1960,oscar (best directing)
1960,oscar (best picture)
1960,china
1960,bernardo bertolucci
1960,on dvr
1960,bibliothek
1960,culture clash
1960,oscar (best cinematography)
1960,70mm
1960,colonialism
1960,culture
1960,tumeys dvds
1960,photography
1961,great movie
1961,oscar (best directing)
1961,mental illness
1961,oscar (best actor)
1961,oscar (best picture)
1961,vhs
1961,tom cruise
1961,exceptional acting
1961,psychology
1961,true story
1961,autism
1961,classical
1961,cant remember
1961,rape
1961,dustin hoffman
1961,psychiatry
1961,get
1961,bonnie hunt
1961,valeria golino
1961,library
1961,watch
1961,need to buy
1961,afi 100 (cheers)
1961,disability
1961,nostaglic
1962,oscar (best actress)
1962,oscar (best picture)
1962,racism
1962,social commentary
1962,morgan freeman
1962,southern theme
1962,afi 100 (cheers)
1962,dvdvideo
1962,old age
1962,stage
1962,rasicm
1963,woody allen
1963,afi 100 (laughs)
1963,tumeys dvds
1964,oscar (best actress)
1964,donald sutherland
1964,jane fonda
1964,tumeys dvds
1964,svens to see list
1965,surreal
1965,aliens
1965,dark comedy
1965,black comedy
1965,los angeles
1965,cult classic
1965,breakthroughs
1965,wired 50 greatest soundtracks
1965,notable soundtrack
1965,punk
1965,tumeys dvds
1965,setting:la
1965,evil government
1965,punks
1966,witty
1966,urbane
1966,hulu
1966,deadpan
1966,talky
1966,literate
1966,wry
1966,upper class
1967,childish
1967,seen more than once
1967,erlends dvds
1967,lame
1967,david bowie
1967,jennifer connelly
1967,maze
1967,j netflix
1967,tumeys dvds
1967,good versus evil
1968,drama
1968,ensemble cast
1968,owned
1968,cult film
1968,seen more than once
1968,high school
1968,bruce willis
1968,cant remember
1968,teen
1968,80s
1968,foqam
1968,1980s
1968,john hughes
1968,school drama
1968,watchagain
1968,comingofage
1968,dvdvideo
1968,betamax
1968,netflix instant watching
1969,franchise
1969,slasher
1970,nudity (topless)
1970,franchise
1970,slasher
1971,nudity (topless)
1971,franchise
1971,slasher
1972,franchise
1972,slasher
1973,franchise
1974,killer
1974,franchise
1974,camp
1974,slasher
1974,ummarti2006
1975,nudity (full frontal)
1975,franchise
1975,slasher
1975,jason
1976,franchise
1976,slasher
1976,jason
1977,franchise
1977,slasher
1977,jason
1978,boring
1978,franchise
1978,slasher
1978,jason
1979,franchise
1979,slasher
1979,ummarti2006
1979,jason
1980,franchise
1981,franchise
1981,slasher
1982,serial killer
1982,nudity (topless)
1982,franchise
1982,erlends dvds
1982,john carpenter
1982,slasher
1982,remade
1982,dont want to see
1982,afi 100 (thrills)
1982,national film registry
1982,tumeys dvds
1982,scary as hell
1983,nudity (topless)
1983,halloween
1983,franchise
1983,slasher
1983,telecine
1984,halloween
1984,franchise
1985,franchise
1985,slasher
1985,my movies
1986,franchise
1986,slasher
1987,remade
1991,original
1991,chuckie
1992,chuckie
1993,chick flick
1993,andy robinson
1994,horror
1994,ghosts
1994,scifi dark
1994,70mm
1994,cant remember
1994,father daughter relationship
1994,dogs
1994,storm
1994,80s
1994,haunted house
1994,toys
1994,television
1994,spielberg
1994,smoking
1994,dont want to see
1994,afi 100 (movie quotes)
1994,afi 100 (thrills)
1994,tumeys dvds
1994,paranormal
1994,mother daughter relationship
1994,swimming pool
1994,epilepsy warning
1994,child in peril
1994,clowns
1994,spirits
1995,ghosts
1995,creepy singing
1996,ghosts
1996,sequel fever
1997,possession
1997,imdb top 250
1997,on computer
1997,owned
1997,scary
1997,70mm
1997,based on a book
1997,cant remember
1997,franchise
1997,bfi modern classic
1997,cult
1997,max von sydow
1997,dont want to see
1997,afi 100 (thrills)
1997,erics dvds
1997,tumeys dvds
1997,priest
1997,rent
1997,from kata
1998,franchise
1998,tumeys dvds
1999,franchise
1999,tumeys dvds
2000,police
2000,comedy
2000,action
2000,nudity (topless)
2000,sequel
2000,drama
2000,kidnapping
2000,classic
2000,seen more than once
2000,torture
2000,mel gibson
2000,los angeles
2000,70mm
2000,cant remember
2000,buddy
2000,okay once
2000,foqam
2000,danny glover
2000,want it
2000,k movie
2000,buddy movie
2000,let down
2000,tumeys dvds
2000,suicide attempt
2000,subgenre:cop buddies
2000,death wish
2000,seen 2008
2000,al leong
2001,comedy
2001,action
2001,nudity (topless)
2001,sequel
2001,violence
2001,seen more than once
2001,action packed
2001,mel gibson
2001,70mm
2001,cant remember
2001,buddy
2001,foqam
2001,danny glover
2001,want it
2001,lee marvin
2001,subgenre:cop buddies
2001,gold
2002,mel gibson
2002,70mm
2002,cant remember
2002,want it
2002,subgenre:cop buddies
2003,70mm
2003,steven spielberg
2003,get
2003,great
2003,rampage
2003,small town
2003,saturn award (best music)
2003,saturn award (best director)
2003,amblin
2003,70mm blowup
2004,70mm
2004,steven spielberg
2005,pirates
2005,superhero
2005,children
2005,tv
2005,adventure
2005,dvd
2005,the
2005,70mm
2005,80s
2005,treasure
2005,movie to see
2005,1980s
2005,blah
2005,cave
2005,sloth
2005,treasure hunt
2006,boring
2006,remake
2006,anthony hopkins
2006,california
2006,fencing
2006,antonio banderas
2006,nick chinlund
2006,catherine zetajones
2006,rufus sewell
2006,hot women
2006,swashbuckler
2006,slashy
2006,masculinity
2009,dystopia
2009,bleak
2009,atmospheric
2009,futuristmoviescom
2009,torent
2009,charleton heston
2009,prophetic
2009,netwatch
2009,afi 100 (movie quotes)
2009,future dystopias
2009,grim
2009,fighting the system
2009,totalitarian states
2009,sf
2010,androids
2010,fritz lang
2010,imdb top 250
2010,on computer
2010,classic
2010,seen more than once
2010,black and white
2010,robot
2010,erlends dvds
2010,futuristmoviescom
2010,friday night movie
2010,library vhs
2010,j netflix
2010,tumeys dvds
2010,bfi classic
2010,visionary
2011,time travel
2011,dystopia
2011,comedy
2011,sequel
2011,timetravel
2011,scifi
2011,dvd
2011,seen more than once
2011,alternate universe
2011,70mm
2011,time
2011,christopher lloyd
2011,robert zemeckis
2011,futuristmoviescom
2011,1980s
2011,own
2011,michael j fox
2011,good in the 80s
2011,betamax
2011,clv
2011,sequels filmed simultaneously
2011,backstage
2011,must show
2011,logic complexity
2012,time travel
2012,sequel
2012,science fiction
2012,dvd
2012,seen more than once
2012,alternate universe
2012,70mm
2012,time
2012,christopher lloyd
2012,robert zemeckis
2012,sequel fever
2012,own
2012,waste of celluloid
2012,steampunk
2012,michael j fox
2012,saturn award (best music)
2012,sequels filmed simultaneously
2012,must show
2013,70mm
2013,disaster
2013,pointless
2013,gene hackman
2013,shelley winters
2013,ocean
2013,afi 100 (thrills)
2013,shipwreck
2014,fantasy
2014,jodie foster
2014,family
2014,disney
2014,switching places
2014,remadeas:freaky friday(2003)
2014,remakeof:freaky friday (1977)
2014,child as adult
2015,disney
2015,disney studios
2016,disney
2016,disney studios
2018,animals
2018,cartoon
2018,hunting
2018,disney animated feature
2018,animation
2018,brad pitt
2018,disney
2018,cute
2018,cant remember
2018,sad
2018,talking animals
2018,erlends dvds
2018,deer
2018,based on book
2018,animals die :(
2018,divx1
2018,facebook rec
2018,betamax
2018,orphaned cartoon character
2018,tumeys vhs
2019,action
2019,akira kurosawa
2019,imdb top 250
2019,drama
2019,classic
2019,tense
2019,japan
2019,epic
2019,samurai
2019,black and white
2019,amazing cinematography
2019,toshiro mifune
2019,kurosawa
2019,stylized
2019,sweeping
2019,criterion
2019,erlends dvds
2019,historical
2019,remade
2019,atmospheric
2019,heroic mission
2019,janus 50
2019,forceful
2019,divx1
2019,tumeys dvds
2019,dvdvideo
2019,long
2019,plot: seven samurai
2019,cathartic
2019,bfi classic
2019,fantastic foreign films
2019,filmaffinity top pick
2019,criticker top pick
2019,seven
2019,righting the wronged
2020,stephen frears
2020,on dvr
2020,keanu reeves
2020,bibliothek
2020,paris
2020,adapted from:book
2020,remade
2020,uma thurman
2020,18th century
2020,john malkovich
2020,adultery
2020,betamax
2020,adapted from:play
2020,underaged sexchild porn
2020,veja
2021,action
2021,fantasy
2021,david lynch
2021,scifi
2021,owned
2021,classic
2021,addiction
2021,70mm
2021,based on a book
2021,ok
2021,adapted from:book
2021,must see
2021,futuristmoviescom
2021,frank herbert
2021,betamax
2021,clv
2021,katsomattomat
2021,author:frank herbert
2021,far future
2021,h r geiger
2021,massacred the book
2022,nudity (topless)
2022,violence
2022,martin scorsese
2022,religion
2022,70mm
2022,good music
2022,based on a book
2022,criterion
2022,christianity
2022,breakthroughs
2022,biblical
2022,brian
2022,zim
2022,k movie
2022,need to own
2022,jerusalem
2022,sacrilege
2022,based on book
2022,tumeys dvds
2022,peter gabriel music
2022,mysticism
2022,edgy
2023,action
2023,mafia
2023,francis ford copolla
2023,on dvr
2023,on disc
2023,drama
2023,owned
2023,dvd
2023,gangsters
2023,new york city
2023,70mm
2023,al pacino
2023,francis ford coppola
2023,own
2023,library
2023,sophia coppola
2023,need to buy
2023,tumeys dvds
2023,my movies
2023,cinematographer:gordon willis
2024,nudity (topless)
2025,ennio morricone
2025,adapted from:book
2027,spoof
2027,zaz
2028,action
2028,oscar (best directing)
2028,history
2028,world war ii
2028,war
2028,imdb top 250
2028,tom hanks
2028,drama
2028,violent
2028,dvd
2028,oscar (best cinematography)
2028,matt damon
2028,wwii
2028,disturbing
2028,realistic
2028,steven spielberg
2028,cant remember
2028,sweeping
2028,erlends dvds
2028,breakthroughs
2028,buddy
2028,historical
2028,hdtv
2028,afi
2028,vin diesel
2028,gfei own it
2028,alone
2028,on hold
2028,oscar (best editing)
2028,poignant
2028,oppl
2028,speilberg
2028,seen at the cinema
2028,almost favorite
2028,horrors of war
2028,afi 100 (cheers)
2028,oscar (best sound)
2028,afi 100 (thrills)
2028,us history
2028,tumeys dvds
2028,gritty
2028,guerra
2028,visceral
2028,cathartic
2028,stirring
2028,mark gordon productions
2028,searching
2028,spielberg/lucas
2029,gay
2031,greed
2033,disney animated feature
2033,classic
2033,70mm
2033,disney
2033,based on a book
2033,pigs
2033,based on book
2033,good versus evil
2033,quest
2034,space
2034,space travel
2034,70mm
2034,cant remember
2034,betamax
2034,disney studios
2034,evil robot
2038,disney
2038,talking animals
2038,betamax
2040,dvdram
2042,sports
2042,emilio estevez
2042,hockey
2042,sport:ice hockey
2043,disney
2046,scifi
2046,children
2046,cant remember
2046,80s
2046,childhood flashback
2046,escapist action
2047,based on a book
